ID,default_flag,predicted_pd,risk_band
18604,0,0.11525815,Moderate
18605,0,0.13325584,Moderate
18606,0,0.0905207,Low
18607,1,0.33602282,High
18608,0,0.14140607,Moderate
18609,0,0.12028719,Moderate
18610,1,0.8148472,Very High
18611,1,0.122555494,Moderate
18612,0,0.08483395,Low
18613,0,0.028156335,Low
18614,0,0.07993419,Low
18615,1,0.7084475,Very High
18616,0,0.11074971,Moderate
18617,0,0.097428866,Low
18618,0,0.045036435,Low
18619,1,0.7090496,Very High
18620,0,0.091987066,Low
18621,0,0.18372059,Moderate
18622,0,0.1793328,Moderate
18623,1,0.73596835,Very High
18624,0,0.08744533,Low
18625,0,0.094846204,Low
18626,1,0.54196036,Very High
18627,0,0.08904312,Low
18628,0,0.23842615,Moderate
18629,0,0.34266216,High
18630,0,0.10092331,Moderate
18631,0,0.10361801,Moderate
18632,1,0.13756599,Moderate
18633,0,0.10933444,Moderate
18634,0,0.044212285,Low
18635,1,0.40010732,High
18636,0,0.1288856,Moderate
18637,0,0.1248666,Moderate
18638,0,0.23722202,Moderate
18639,0,0.22298782,Moderate
18640,1,0.52440065,Very High
18641,0,0.09423663,Low
18642,0,0.11159511,Moderate
18643,0,0.2264881,Moderate
18644,0,0.38275248,High
18645,0,0.25576898,High
18646,0,0.19047096,Moderate
18647,0,0.13667071,Moderate
18648,0,0.116889454,Moderate
18649,0,0.0653189,Low
18650,0,0.060397096,Low
18651,0,0.11234376,Moderate
18652,0,0.080631025,Low
18653,0,0.07379038,Low
18654,0,0.08554824,Low
18655,1,0.3938825,High
18656,0,0.42802292,High
18657,0,0.47880784,High
18658,0,0.36705613,High
18659,0,0.77203983,Very High
18660,0,0.2172734,Moderate
18661,0,0.16209507,Moderate
18662,0,0.10615108,Moderate
18663,0,0.18024528,Moderate
18664,0,0.06053826,Low
18665,0,0.12489483,Moderate
18666,0,0.1447657,Moderate
18667,0,0.22244893,Moderate
18668,0,0.08514435,Low
18669,1,0.13495721,Moderate
18670,0,0.022266766,Low
18671,1,0.18514119,Moderate
18672,0,0.21306826,Moderate
18673,1,0.16099276,Moderate
18674,0,0.11637779,Moderate
18675,0,0.06705096,Low
18676,0,0.16764118,Moderate
18677,0,0.015669987,Low
18678,0,0.043162063,Low
18679,0,0.087462075,Low
18680,0,0.48225164,High
18681,0,0.10363934,Moderate
18682,1,0.25316182,High
18683,1,0.099776246,Low
18684,0,0.19497709,Moderate
18685,0,0.26952937,High
18686,0,0.044015408,Low
18687,0,0.43712083,High
18688,0,0.7095627,Very High
18689,1,0.12277338,Moderate
18690,0,0.094386265,Low
18691,0,0.18152653,Moderate
18692,0,0.64958936,Very High
18693,1,0.37326953,High
18694,0,0.19507498,Moderate
18695,1,0.7679294,Very High
18696,1,0.30422816,High
18697,0,0.042540308,Low
18698,0,0.06597656,Low
18699,0,0.15054421,Moderate
18700,0,0.055700183,Low
18701,1,0.3831797,High
18702,0,0.11533865,Moderate
18703,0,0.06321317,Low
18704,0,0.5147897,Very High
18705,0,0.04893483,Low
18706,1,0.5994354,Very High
18707,0,0.7042682,Very High
18708,0,0.34416032,High
18709,0,0.097308524,Low
18710,1,0.13632989,Moderate
18711,0,0.30736956,High
18712,0,0.116569296,Moderate
18713,0,0.035781592,Low
18714,0,0.03874577,Low
18715,0,0.024495862,Low
18716,0,0.0997132,Low
18717,0,0.054846786,Low
18718,0,0.05763929,Low
18719,1,0.77910477,Very High
18720,1,0.6824475,Very High
18721,0,0.7182202,Very High
18722,0,0.031888116,Low
18723,0,0.047579866,Low
18724,0,0.056882888,Low
18725,0,0.12666343,Moderate
18726,1,0.7912072,Very High
18727,0,0.093709506,Low
18728,0,0.038670626,Low
18729,0,0.057557654,Low
18730,0,0.038589362,Low
18731,1,0.13977058,Moderate
18732,1,0.49230307,High
18733,0,0.13829343,Moderate
18734,0,0.20660514,Moderate
18735,0,0.33453172,High
18736,0,0.5188279,Very High
18737,1,0.36239502,High
18738,1,0.3367591,High
18739,1,0.37693912,High
18740,0,0.28658837,High
18741,0,0.12153484,Moderate
18742,0,0.040041436,Low
18743,0,0.14875884,Moderate
18744,0,0.10726582,Moderate
18745,0,0.083212554,Low
18746,0,0.06135801,Low
18747,0,0.20725097,Moderate
18748,0,0.46899363,High
18749,1,0.71997267,Very High
18750,0,0.047487833,Low
18751,0,0.043370694,Low
18752,0,0.07784955,Low
18753,0,0.13709685,Moderate
18754,0,0.025058521,Low
18755,0,0.075153746,Low
18756,0,0.016336711,Low
18757,0,0.1281148,Moderate
18758,0,0.32783127,High
18759,0,0.24792214,Moderate
18760,1,0.7450741,Very High
18761,0,0.10441122,Moderate
18762,0,0.036924053,Low
18763,0,0.060221642,Low
18764,0,0.19298126,Moderate
18765,0,0.04862226,Low
18766,0,0.12992586,Moderate
18767,0,0.28752267,High
18768,0,0.08901823,Low
18769,0,0.13580976,Moderate
18770,0,0.07679722,Low
18771,1,0.44119832,High
18772,1,0.43278307,High
18773,1,0.14247482,Moderate
18774,1,0.7568496,Very High
18775,0,0.031319104,Low
18776,0,0.043496504,Low
18777,0,0.03278197,Low
18778,0,0.32494396,High
18779,0,0.11425127,Moderate
18780,0,0.10796795,Moderate
18781,0,0.11115242,Moderate
18782,0,0.18853806,Moderate
18783,0,0.14096057,Moderate
18784,0,0.023767656,Low
18785,0,0.0223441,Low
18786,0,0.06852229,Low
18787,0,0.10683997,Moderate
18788,0,0.12826464,Moderate
18789,0,0.03052999,Low
18790,0,0.06623475,Low
18791,0,0.14451627,Moderate
18792,1,0.66719264,Very High
18793,0,0.15440926,Moderate
18794,0,0.25945437,High
18795,0,0.04474094,Low
18796,1,0.24708904,Moderate
18797,0,0.1021319,Moderate
18798,0,0.16916588,Moderate
18799,0,0.1235277,Moderate
18800,0,0.31728232,High
18801,0,0.16505699,Moderate
18802,0,0.061957914,Low
18803,0,0.046409238,Low
18804,0,0.033113647,Low
18805,0,0.067353114,Low
18806,0,0.15458132,Moderate
18807,0,0.19947837,Moderate
18808,0,0.17316252,Moderate
18809,0,0.05193225,Low
18810,0,0.119050205,Moderate
18811,0,0.25796923,High
18812,0,0.21240725,Moderate
18813,1,0.16216126,Moderate
18814,0,0.17417933,Moderate
18815,0,0.08845436,Low
18816,1,0.24906631,Moderate
18817,0,0.040125743,Low
18818,0,0.041485626,Low
18819,1,0.15183449,Moderate
18820,0,0.06764196,Low
18821,0,0.06844592,Low
18822,1,0.65779185,Very High
18823,0,0.13363555,Moderate
18824,1,0.14602688,Moderate
18825,0,0.09398074,Low
18826,1,0.7079852,Very High
18827,0,0.5372631,Very High
18828,0,0.025849734,Low
18829,0,0.048066348,Low
18830,0,0.035135906,Low
18831,0,0.1091724,Moderate
18832,0,0.12038359,Moderate
18833,0,0.16317114,Moderate
18834,0,0.087034665,Low
18835,0,0.22661771,Moderate
18836,0,0.10005084,Moderate
18837,1,0.7721874,Very High
18838,0,0.016492205,Low
18839,0,0.12282293,Moderate
18840,0,0.18938527,Moderate
18841,1,0.69111586,Very High
18842,0,0.3150486,High
18843,0,0.12790962,Moderate
18844,0,0.116653636,Moderate
18845,1,0.057045102,Low
18846,1,0.21421452,Moderate
18847,0,0.08664148,Low
18848,0,0.036575355,Low
18849,0,0.24897917,Moderate
18850,0,0.05224331,Low
18851,0,0.050399814,Low
18852,1,0.47973776,High
18853,0,0.053889744,Low
18854,0,0.20490038,Moderate
18855,0,0.041702345,Low
18856,0,0.16803649,Moderate
18857,1,0.08819892,Low
18858,0,0.25410149,High
18859,0,0.105086416,Moderate
18860,0,0.075564034,Low
18861,0,0.03275655,Low
18862,0,0.16741382,Moderate
18863,1,0.16180502,Moderate
18864,0,0.049333688,Low
18865,0,0.6106055,Very High
18866,0,0.73478484,Very High
18867,0,0.08315228,Low
18868,1,0.7192613,Very High
18869,1,0.27441156,High
18870,0,0.52183264,Very High
18871,0,0.11180296,Moderate
18872,0,0.046788067,Low
18873,0,0.22530088,Moderate
18874,0,0.082959495,Low
18875,0,0.41654947,High
18876,0,0.056097466,Low
18877,1,0.48649105,High
18878,0,0.047529854,Low
18879,0,0.096657634,Low
18880,0,0.3390245,High
18881,0,0.082454264,Low
18882,0,0.15453133,Moderate
18883,0,0.10637026,Moderate
18884,0,0.33437908,High
18885,0,0.04471426,Low
18886,0,0.0519348,Low
18887,0,0.035378546,Low
18888,0,0.110953204,Moderate
18889,0,0.050727118,Low
18890,0,0.1036394,Moderate
18891,1,0.40872228,High
18892,0,0.03784131,Low
18893,1,0.68139935,Very High
18894,0,0.2297383,Moderate
18895,0,0.10715241,Moderate
18896,0,0.21320572,Moderate
18897,0,0.13505985,Moderate
18898,0,0.03140714,Low
18899,1,0.028517982,Low
18900,1,0.5537489,Very High
18901,0,0.12363918,Moderate
18902,0,0.06337458,Low
18903,0,0.33726594,High
18904,0,0.033190526,Low
18905,0,0.01949122,Low
18906,0,0.17053987,Moderate
18907,0,0.048274167,Low
18908,0,0.050580308,Low
18909,0,0.0982022,Low
18910,0,0.2185677,Moderate
18911,1,0.68372005,Very High
18912,0,0.12845488,Moderate
18913,0,0.11063359,Moderate
18914,1,0.5283207,Very High
18915,1,0.35383883,High
18916,0,0.16534881,Moderate
18917,0,0.07615895,Low
18918,1,0.6350803,Very High
18919,1,0.77343,Very High
18920,1,0.65770084,Very High
18921,0,0.1662072,Moderate
18922,0,0.042387683,Low
18923,0,0.119941294,Moderate
18924,0,0.104392074,Moderate
18925,0,0.070068456,Low
18926,0,0.7408561,Very High
18927,0,0.04909416,Low
18928,1,0.6278371,Very High
18929,1,0.79116136,Very High
18930,0,0.052818924,Low
18931,0,0.23385446,Moderate
18932,0,0.06909885,Low
18933,0,0.12221111,Moderate
18934,0,0.053937964,Low
18935,0,0.42394057,High
18936,0,0.18009794,Moderate
18937,0,0.5206489,Very High
18938,0,0.02860195,Low
18939,0,0.33494672,High
18940,1,0.031637482,Low
18941,0,0.109606706,Moderate
18942,0,0.05911383,Low
18943,0,0.11701884,Moderate
18944,0,0.03849352,Low
18945,0,0.058014203,Low
18946,0,0.10438639,Moderate
18947,1,0.24445477,Moderate
18948,0,0.20731413,Moderate
18949,0,0.16896336,Moderate
18950,0,0.03376787,Low
18951,1,0.33822274,High
18952,1,0.7880505,Very High
18953,0,0.13345252,Moderate
18954,0,0.0946176,Low
18955,0,0.20546073,Moderate
18956,1,0.14308731,Moderate
18957,0,0.06699255,Low
18958,1,0.8232484,Very High
18959,0,0.05308934,Low
18960,0,0.16858631,Moderate
18961,1,0.117048584,Moderate
18962,0,0.4523495,High
18963,0,0.117108695,Moderate
18964,1,0.26437804,High
18965,0,0.043328594,Low
18966,0,0.09911901,Low
18967,0,0.18728942,Moderate
18968,1,0.54401594,Very High
18969,0,0.026803857,Low
18970,0,0.0547739,Low
18971,0,0.031163968,Low
18972,0,0.022915674,Low
18973,0,0.69220096,Very High
18974,0,0.12101518,Moderate
18975,0,0.033528402,Low
18976,0,0.07195222,Low
18977,0,0.031742543,Low
18978,0,0.051236015,Low
18979,0,0.080610156,Low
18980,0,0.20784777,Moderate
18981,0,0.08262076,Low
18982,0,0.049458057,Low
18983,1,0.3569338,High
18984,0,0.10591728,Moderate
18985,0,0.19032273,Moderate
18986,0,0.031860024,Low
18987,0,0.14409687,Moderate
18988,0,0.26124224,High
18989,0,0.7413059,Very High
18990,0,0.13896255,Moderate
18991,0,0.17111537,Moderate
18992,0,0.70941705,Very High
18993,0,0.13539647,Moderate
18994,0,0.13754942,Moderate
18995,0,0.09249129,Low
18996,0,0.15598668,Moderate
18997,0,0.11782656,Moderate
18998,0,0.20782676,Moderate
18999,1,0.18421412,Moderate
19000,1,0.5451942,Very High
19001,0,0.18642554,Moderate
19002,0,0.16177334,Moderate
19003,0,0.083160125,Low
19004,0,0.038032457,Low
19005,0,0.038701553,Low
19006,0,0.06369486,Low
19007,0,0.09933645,Low
19008,0,0.12474378,Moderate
19009,0,0.017602632,Low
19010,0,0.048054587,Low
19011,0,0.11364886,Moderate
19012,1,0.5960349,Very High
19013,0,0.12900274,Moderate
19014,1,0.142646,Moderate
19015,0,0.12675202,Moderate
19016,0,0.15442455,Moderate
19017,0,0.14024267,Moderate
19018,0,0.13543767,Moderate
19019,0,0.16078952,Moderate
19020,0,0.031528376,Low
19021,0,0.10376091,Moderate
19022,1,0.73543245,Very High
19023,0,0.10390955,Moderate
19024,1,0.67365503,Very High
19025,0,0.09610622,Low
19026,1,0.34491873,High
19027,1,0.11402736,Moderate
19028,0,0.1796055,Moderate
19029,0,0.08979338,Low
19030,1,0.62888294,Very High
19031,0,0.28758904,High
19032,0,0.1325718,Moderate
19033,0,0.45736158,High
19034,1,0.17660227,Moderate
19035,0,0.14961803,Moderate
19036,1,0.5249486,Very High
19037,0,0.12764028,Moderate
19038,0,0.22095081,Moderate
19039,0,0.06121224,Low
19040,1,0.49679324,High
19041,0,0.06585674,Low
19042,0,0.1400316,Moderate
19043,1,0.8066726,Very High
19044,0,0.1086537,Moderate
19045,0,0.061289568,Low
19046,0,0.19749776,Moderate
19047,0,0.03081016,Low
19048,0,0.047775857,Low
19049,0,0.04364087,Low
19050,1,0.7305954,Very High
19051,1,0.6819686,Very High
19052,0,0.085918814,Low
19053,1,0.63165927,Very High
19054,1,0.13576128,Moderate
19055,0,0.11589723,Moderate
19056,1,0.774578,Very High
19057,0,0.26961282,High
19058,1,0.39738092,High
19059,0,0.20189223,Moderate
19060,1,0.75436544,Very High
19061,1,0.14365369,Moderate
19062,0,0.09320333,Low
19063,0,0.09481981,Low
19064,0,0.11550467,Moderate
19065,0,0.37381282,High
19066,1,0.7191682,Very High
19067,0,0.12883802,Moderate
19068,0,0.06701204,Low
19069,0,0.15439329,Moderate
19070,1,0.7592842,Very High
19071,0,0.089385726,Low
19072,0,0.045552928,Low
19073,0,0.06990168,Low
19074,0,0.09609298,Low
19075,0,0.044389572,Low
19076,0,0.3826166,High
19077,0,0.10504676,Moderate
19078,0,0.51317143,Very High
19079,0,0.15869156,Moderate
19080,0,0.09374503,Low
19081,0,0.060514696,Low
19082,0,0.3705304,High
19083,1,0.2387684,Moderate
19084,1,0.7192128,Very High
19085,0,0.11460376,Moderate
19086,0,0.12339858,Moderate
19087,0,0.06420284,Low
19088,1,0.7302485,Very High
19089,0,0.28914165,High
19090,0,0.07958049,Low
19091,0,0.061374452,Low
19092,1,0.7326433,Very High
19093,0,0.07433451,Low
19094,0,0.039593622,Low
19095,0,0.13166872,Moderate
19096,0,0.15663049,Moderate
19097,0,0.14428964,Moderate
19098,0,0.21679719,Moderate
19099,1,0.86465245,Very High
19100,0,0.081892505,Low
19101,1,0.56921726,Very High
19102,1,0.6553278,Very High
19103,0,0.104715556,Moderate
19104,1,0.48035267,High
19105,1,0.7775342,Very High
19106,1,0.63807064,Very High
19107,1,0.23620689,Moderate
19108,0,0.10569241,Moderate
19109,1,0.20247175,Moderate
19110,0,0.020267302,Low
19111,0,0.0644498,Low
19112,0,0.09424514,Low
19113,0,0.13832387,Moderate
19114,0,0.056402314,Low
19115,0,0.19652739,Moderate
19116,0,0.30391946,High
19117,0,0.0892002,Low
19118,0,0.46352836,High
19119,0,0.094523914,Low
19120,0,0.06965454,Low
19121,0,0.054172553,Low
19122,0,0.11351832,Moderate
19123,0,0.07099935,Low
19124,0,0.06470821,Low
19125,0,0.06447101,Low
19126,0,0.22040395,Moderate
19127,1,0.66773915,Very High
19128,0,0.057478007,Low
19129,0,0.10355947,Moderate
19130,0,0.27643573,High
19131,1,0.81426936,Very High
19132,0,0.028405933,Low
19133,0,0.105462864,Moderate
19134,0,0.6821096,Very High
19135,0,0.01817179,Low
19136,0,0.18229398,Moderate
19137,0,0.3359918,High
19138,0,0.039203536,Low
19139,0,0.13419455,Moderate
19140,0,0.2069696,Moderate
19141,0,0.06584941,Low
19142,0,0.024361955,Low
19143,0,0.0548168,Low
19144,0,0.07705965,Low
19145,0,0.10543729,Moderate
19146,1,0.82453686,Very High
19147,0,0.047693938,Low
19148,0,0.07300616,Low
19149,0,0.08277221,Low
19150,1,0.5165865,Very High
19151,0,0.14422251,Moderate
19152,0,0.13354686,Moderate
19153,0,0.057777505,Low
19154,0,0.17492831,Moderate
19155,0,0.08137244,Low
19156,0,0.11284477,Moderate
19157,0,0.10751988,Moderate
19158,0,0.06369132,Low
19159,0,0.239886,Moderate
19160,0,0.39836228,High
19161,0,0.14120232,Moderate
19162,0,0.13458218,Moderate
19163,0,0.10685365,Moderate
19164,0,0.16232958,Moderate
19165,0,0.07151371,Low
19166,0,0.06689919,Low
19167,1,0.2227034,Moderate
19168,1,0.39908564,High
19169,0,0.106036715,Moderate
19170,0,0.24088195,Moderate
19171,0,0.10852822,Moderate
19172,0,0.13078019,Moderate
19173,0,0.14697221,Moderate
19174,0,0.34984905,High
19175,0,0.04732475,Low
19176,0,0.29903507,High
19177,0,0.18317358,Moderate
19178,0,0.068844624,Low
19179,1,0.6780001,Very High
19180,0,0.051049672,Low
19181,0,0.06623654,Low
19182,0,0.0788517,Low
19183,0,0.07257078,Low
19184,1,0.1789767,Moderate
19185,0,0.17516808,Moderate
19186,0,0.065114774,Low
19187,0,0.04239042,Low
19188,0,0.23146032,Moderate
19189,0,0.037264716,Low
19190,1,0.24961092,Moderate
19191,0,0.12945236,Moderate
19192,0,0.11762362,Moderate
19193,0,0.092086524,Low
19194,0,0.047541924,Low
19195,0,0.3887653,High
19196,0,0.09986216,Low
19197,0,0.14144625,Moderate
19198,0,0.016630942,Low
19199,0,0.18271008,Moderate
19200,1,0.057230365,Low
19201,1,0.870753,Very High
19202,0,0.20603937,Moderate
19203,0,0.06099864,Low
19204,0,0.11733606,Moderate
19205,0,0.25074038,High
19206,0,0.12675302,Moderate
19207,1,0.7482416,Very High
19208,0,0.08086488,Low
19209,0,0.02680102,Low
19210,0,0.238102,Moderate
19211,0,0.0523823,Low
19212,0,0.16003332,Moderate
19213,1,0.69775045,Very High
19214,0,0.07710616,Low
19215,0,0.4174309,High
19216,0,0.10697499,Moderate
19217,0,0.13180426,Moderate
19218,0,0.06284766,Low
19219,0,0.05699272,Low
19220,0,0.113601916,Moderate
19221,1,0.70198095,Very High
19222,0,0.0092624985,Low
19223,0,0.05161328,Low
19224,1,0.41656145,High
19225,0,0.083978415,Low
19226,0,0.24005245,Moderate
19227,0,0.20204964,Moderate
19228,0,0.052093763,Low
19229,0,0.15484065,Moderate
19230,0,0.3601855,High
19231,0,0.12521327,Moderate
19232,0,0.14665131,Moderate
19233,1,0.18229048,Moderate
19234,1,0.49445796,High
19235,0,0.12440999,Moderate
19236,0,0.030952146,Low
19237,0,0.28088114,High
19238,0,0.09898826,Low
19239,0,0.075832345,Low
19240,0,0.059382517,Low
19241,0,0.0659311,Low
19242,1,0.79192775,Very High
19243,0,0.06260592,Low
19244,1,0.3087073,High
19245,0,0.27361396,High
19246,0,0.16444883,Moderate
19247,0,0.7387023,Very High
19248,0,0.12218713,Moderate
19249,1,0.5610508,Very High
19250,0,0.53139806,Very High
19251,1,0.05790249,Low
19252,1,0.27713525,High
19253,0,0.022161245,Low
19254,0,0.08437502,Low
19255,1,0.2200738,Moderate
19256,0,0.13025297,Moderate
19257,0,0.14294502,Moderate
19258,0,0.020413868,Low
19259,1,0.74601114,Very High
19260,0,0.14902082,Moderate
19261,1,0.7844561,Very High
19262,0,0.13395077,Moderate
19263,0,0.23251393,Moderate
19264,0,0.13530137,Moderate
19265,0,0.56219745,Very High
19266,1,0.059139863,Low
19267,0,0.21817814,Moderate
19268,0,0.067379236,Low
19269,0,0.1165895,Moderate
19270,1,0.13430001,Moderate
19271,1,0.5035017,Very High
19272,0,0.11539759,Moderate
19273,0,0.033553552,Low
19274,0,0.052751474,Low
19275,0,0.12858029,Moderate
19276,0,0.08041898,Low
19277,0,0.093998335,Low
19278,0,0.16366321,Moderate
19279,0,0.4055429,High
19280,0,0.11235852,Moderate
19281,0,0.31785402,High
19282,0,0.10666817,Moderate
19283,0,0.11850866,Moderate
19284,1,0.1384232,Moderate
19285,1,0.67876595,Very High
19286,1,0.12376387,Moderate
19287,0,0.109539084,Moderate
19288,0,0.120518126,Moderate
19289,0,0.093563795,Low
19290,0,0.20690122,Moderate
19291,0,0.15231343,Moderate
19292,1,0.15532254,Moderate
19293,0,0.14658496,Moderate
19294,0,0.4434409,High
19295,0,0.09386332,Low
19296,0,0.1235975,Moderate
19297,0,0.036813535,Low
19298,1,0.34490344,High
19299,0,0.109178424,Moderate
19300,0,0.084233336,Low
19301,0,0.3007537,High
19302,0,0.09739203,Low
19303,0,0.69272584,Very High
19304,0,0.18155997,Moderate
19305,0,0.16126676,Moderate
19306,0,0.037588637,Low
19307,0,0.052624315,Low
19308,0,0.062704995,Low
19309,0,0.17843911,Moderate
19310,0,0.053900626,Low
19311,1,0.3959684,High
19312,0,0.053561885,Low
19313,1,0.41919005,High
19314,0,0.075591855,Low
19315,0,0.15926471,Moderate
19316,0,0.43991357,High
19317,0,0.14429992,Moderate
19318,1,0.7711287,Very High
19319,0,0.022423442,Low
19320,1,0.1562356,Moderate
19321,0,0.09777162,Low
19322,0,0.15586315,Moderate
19323,0,0.37367928,High
19324,0,0.10670077,Moderate
19325,0,0.11402121,Moderate
19326,0,0.09065414,Low
19327,0,0.21133868,Moderate
19328,0,0.17823824,Moderate
19329,1,0.7363745,Very High
19330,0,0.24178545,Moderate
19331,0,0.046019737,Low
19332,0,0.15466312,Moderate
19333,0,0.1412489,Moderate
19334,0,0.14293738,Moderate
19335,0,0.0961727,Low
19336,0,0.026222175,Low
19337,0,0.038886875,Low
19338,1,0.11586987,Moderate
19339,0,0.05503529,Low
19340,0,0.0780262,Low
19341,0,0.13473879,Moderate
19342,0,0.10294342,Moderate
19343,0,0.2310421,Moderate
19344,0,0.7176959,Very High
19345,1,0.80446774,Very High
19346,0,0.063345574,Low
19347,1,0.41781312,High
19348,0,0.41388556,High
19349,0,0.20154272,Moderate
19350,0,0.13878058,Moderate
19351,1,0.65550655,Very High
19352,1,0.5739085,Very High
19353,0,0.053707276,Low
19354,0,0.12304674,Moderate
19355,1,0.2168709,Moderate
19356,0,0.036511485,Low
19357,0,0.1306421,Moderate
19358,0,0.28403163,High
19359,0,0.55657935,Very High
19360,0,0.21275015,Moderate
19361,1,0.41080973,High
19362,0,0.10082845,Moderate
19363,0,0.057754274,Low
19364,0,0.051120806,Low
19365,0,0.037154954,Low
19366,0,0.083287776,Low
19367,0,0.087260544,Low
19368,0,0.1405855,Moderate
19369,0,0.4052282,High
19370,0,0.036721036,Low
19371,0,0.1759928,Moderate
19372,0,0.087068416,Low
19373,0,0.018423405,Low
19374,0,0.04487517,Low
19375,0,0.045743767,Low
19376,0,0.1266808,Moderate
19377,0,0.022254435,Low
19378,1,0.13672124,Moderate
19379,0,0.08473278,Low
19380,0,0.037104685,Low
19381,0,0.031218996,Low
19382,0,0.47404283,High
19383,0,0.2351777,Moderate
19384,0,0.3881947,High
19385,0,0.01753954,Low
19386,0,0.4054635,High
19387,0,0.1528524,Moderate
19388,1,0.14099967,Moderate
19389,0,0.3657691,High
19390,1,0.24544781,Moderate
19391,0,0.056699485,Low
19392,0,0.062311586,Low
